image,class_label
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0099.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0044.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0022.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0064.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0097.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0010.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0050.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0018.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0040.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0030.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0043.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0090.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0005.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0086.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0092.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0068.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0030.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0032.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0063.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0067.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0095.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0026.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0007.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0017.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0057.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0080.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0027.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0091.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0062.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0045.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0066.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0045.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0001.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0036.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0060.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0004.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0060.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0069.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0001.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0040.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0067.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0036.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0012.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0083.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0038.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0047.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0052.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0024.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0088.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0038.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0073.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0074.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0089.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0073.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0017.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0059.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0042.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0084.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0096.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0019.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0037.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0029.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0040.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0046.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0078.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0095.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0066.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0045.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0058.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0022.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0060.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0045.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0023.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0003.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0034.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0021.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0023.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0036.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0049.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0013.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0035.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0011.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0062.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0085.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0017.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0079.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0038.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0030.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0100.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0007.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0041.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0066.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0022.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0051.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0051.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0095.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0025.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0004.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0047.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0061.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0012.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0013.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0038.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0079.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0059.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0050.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0026.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0012.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0046.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0065.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0074.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0081.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0098.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0001.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0092.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0063.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0027.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0056.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0092.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0083.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0062.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0097.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0067.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0051.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0053.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0003.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0074.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0008.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0010.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0026.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0045.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0088.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0097.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0016.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0021.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0057.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0092.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0057.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0030.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0028.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0047.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0049.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0006.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0040.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0058.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0081.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0004.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0042.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0035.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0004.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0004.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0077.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0069.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0075.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0052.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0080.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0083.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0090.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0089.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0037.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0055.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0002.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0036.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0065.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0018.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0002.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0015.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0024.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0070.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0042.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0023.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0020.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0026.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0071.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0015.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0093.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0054.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0013.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0003.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0099.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0062.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0090.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0039.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0007.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0006.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0070.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0011.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0036.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0022.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0008.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0053.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0005.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0086.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0013.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0100.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0075.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0069.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0045.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0054.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0024.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0017.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0003.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0031.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0057.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0057.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0010.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0042.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0091.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0050.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0046.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0014.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0058.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0072.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0078.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0040.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0033.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0040.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0097.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0068.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0084.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0087.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0094.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0003.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0044.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0087.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0063.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0051.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0069.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0085.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0043.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0072.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0018.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0007.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0041.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0026.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0070.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0031.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0065.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0046.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0036.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0066.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0008.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0001.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0076.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0024.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0057.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0006.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0037.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_art_0031.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0003.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0094.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0012.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0034.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0049.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0060.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0053.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0085.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0038.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0020.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0068.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0015.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0009.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0005.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0086.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0004.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0056.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0047.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0027.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_sec_0016.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_txt_0063.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_arc_0056.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0096.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_pla_0058.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_nat_0048.jpg,1
/content/drive/MyDrive/project/CASIA1/Au/Au_cha_0077.jpg,1
